categorySlug,region,Comercio,sale,sessions,quote,inauguration_year,furnitureWithEquipment,merchandise,surface,gross_income,GoogleDisplay,adwords,bing,facebook,hs_automation,hubspot
alimentacion-y-dietetica,Extremadura,1.0,0,1.0,0,2005.0,3000.0,3000.0,20.0,30000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,1,1.0,0,1970.0,3000.0,3000.0,30.0,20000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,2005.0,5000.0,3000.0,50.0,36000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Valencian_Community,1.0,1,1.0,0,1970.0,3000.0,3000.0,95.0,3000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Valencian_Community,1.0,1,1.0,0,1970.0,3000.0,3000.0,95.0,3000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Basque_Country,1.0,0,1.0,1,1974.0,15000.0,3000.0,70.0,50000.0,0,0,1,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,2.0,1,1975.0,20000.0,50000.0,50.0,120000.0,0,1,0,0,0,0
alimentacion-y-dietetica,La_Rioja,1.0,0,1.0,1,2005.0,5000.0,3000.0,100.0,5422.0,0,1,0,0,0,0
alimentacion-y-dietetica,Extremadura,1.0,0,7.0,0,1990.0,3000.0,3000.0,500.0,60000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1988.0,6000.0,5000.0,240.0,10000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,2.0,1,2000.0,5000.0,5000.0,30.0,60000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,0,1965.0,4500.0,3500.0,185.0,10500.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,2005.0,12000.0,6000.0,465.0,20000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,6.0,0,2018.0,3000.0,3500.0,50.0,45000.0,0,0,0,0,0,1
alimentacion-y-dietetica,Madrid,1.0,0,1.0,1,1996.0,3000.0,3000.0,70.0,30000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,6.0,0,2000.0,200000.0,40000.0,470.0,650000000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,2.0,1,1980.0,7000.0,7000.0,260.0,40000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,0,1980.0,10000.0,25000.0,105.0,72000.0,0,0,0,1,0,0
alimentacion-y-dietetica,Madrid,1.0,0,3.0,1,1975.0,3000.0,3000.0,35.0,15000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1970.0,5000.0,5000.0,20.0,10000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,6.0,1,1980.0,17000.0,3000.0,20.0,10000.0,0,0,0,1,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,0,1990.0,3000.0,3000.0,50.0,90000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,6.0,1,1987.0,6000.0,4000.0,25.0,37720.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1987.0,6000.0,4000.0,25.0,37720.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,6.0,0,1967.0,15000.0,25000.0,80.0,180000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Valencian_Community,1.0,1,1.0,1,1980.0,5000.0,5000.0,110.0,12000.0,0,0,0,0,0,1
alimentacion-y-dietetica,Madrid,1.0,0,8.0,0,1989.0,50000.0,40000.0,200.0,80000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Balearic_Islands,1.0,0,1.0,0,1975.0,8000.0,17000.0,120.0,150000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Valencian_Community,1.0,0,1.0,1,1999.0,6000.0,3000.0,60.0,30000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,1960.0,15000.0,15000.0,50.0,14000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Valencian_Community,1.0,0,1.0,1,1975.0,3000.0,3000.0,490.0,20000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,1,1.0,1,2000.0,6000.0,4000.0,40.0,30000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,7.0,1,2005.0,5000.0,3000.0,50.0,120000.0,0,0,0,1,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,0,1980.0,3000.0,3000.0,25.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1980.0,10000.0,5000.0,30.0,25000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,1,2008.0,10000.0,4000.0,60.0,3000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1980.0,6000.0,3000.0,20.0,3000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,2.0,1,1998.0,3000.0,3000.0,50.0,10000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,1,1.0,1,2005.0,9000.0,4000.0,55.0,25000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1980.0,4000.0,3000.0,50.0,10000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1925.0,20000.0,3000.0,90.0,90000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,0,2012.0,45000.0,5000.0,185.0,300000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,0,1975.0,60000.0,5000.0,140.0,250000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Galicia,1.0,0,1.0,1,1992.0,3000.0,3000.0,90.0,24000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1960.0,3000.0,3000.0,50.0,25000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,7.0,1,2002.0,5000.0,3000.0,70.0,6000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Canary_Islands,1.0,0,1.0,1,2001.0,15000.0,5000.0,75.0,50000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,1,1990.0,3000.0,3000.0,35.0,19000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,0,1980.0,3000.0,3000.0,50.0,25000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,0,2015.0,3000.0,3000.0,120.0,20000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,6.0,1,1992.0,3000.0,3000.0,130.0,50000.0,0,0,1,0,0,0
peluquerias-y-centros-estetica,Castile-La_Mancha,1.0,0,1.0,1,1990.0,11000.0,6000.0,160.0,3000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1992.0,3000.0,3000.0,20.0,5748.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,0,1992.0,3000.0,3000.0,20.0,3000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,6.0,0,1940.0,17000.0,10000.0,120.0,100000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,6.0,0,1940.0,17000.0,10000.0,120.0,100000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Extremadura,1.0,0,1.0,1,1996.0,9000.0,12000.0,50.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,0,1970.0,50000.0,18000.0,90.0,190000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,0,2003.0,6000.0,3000.0,90.0,50000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,1,2.0,1,1988.0,3000.0,3000.0,20.0,3000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,8.0,1,2000.0,12000.0,3500.0,55.0,50000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1990.0,5000.0,5000.0,500.0,20000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1994.0,3000.0,3000.0,90.0,6000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Galicia,1.0,0,1.0,0,1990.0,3000.0,3000.0,500.0,13000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1980.0,5000.0,5000.0,50.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,2000.0,20000.0,3000.0,50.0,13000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,0,2008.0,3000.0,3000.0,30.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,2000.0,10000.0,3000.0,110.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1990.0,20000.0,3000.0,50.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,1,2.0,1,2009.0,7000.0,15000.0,385.0,65000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1994.0,10000.0,15000.0,20.0,100000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,5.0,0,1980.0,25000.0,6000.0,50.0,40000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,2007.0,8000.0,3000.0,135.0,30000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,0,1975.0,20000.0,5000.0,130.0,20000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1980.0,20000.0,5000.0,65.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,2.0,0,1999.0,3000.0,3000.0,25.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,7.0,1,1950.0,20000.0,6000.0,120.0,120000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Asturias,1.0,0,1.0,1,2005.0,4000.0,4500.0,230.0,16000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,7.0,1,1981.0,15000.0,3000.0,40.0,40000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,0,1970.0,17000.0,4000.0,60.0,30000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,7.0,1,2000.0,15000.0,3000.0,100.0,40000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,3.0,1,1974.0,6000.0,3000.0,20.0,50000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,0,1970.0,6000.0,6000.0,20.0,30000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,2001.0,3300.0,3000.0,20.0,12000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,6.0,1,1980.0,10000.0,4000.0,50.0,40000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Asturias,1.0,0,1.0,1,1991.0,5000.0,3000.0,45.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1985.0,10000.0,3000.0,20.0,17000.0,0,0,1,0,0,0
peluquerias-y-centros-estetica,Basque_Country,1.0,1,1.0,1,1975.0,10000.0,3000.0,40.0,24000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,5.0,1,1970.0,15000.0,5000.0,70.0,90000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,1,2.0,1,1930.0,5000.0,3000.0,70.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Castile-La_Mancha,1.0,0,5.0,1,1970.0,15000.0,20000.0,70.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,1,2014.0,15000.0,4000.0,50.0,24000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1940.0,6000.0,4000.0,80.0,50000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,1,6.0,1,1985.0,20000.0,10000.0,75.0,5000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,1,11.0,1,1961.0,55000.0,6000.0,60.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Basque_Country,1.0,0,1.0,1,1995.0,4000.0,3000.0,60.0,24000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,2.0,1,1985.0,10000.0,6000.0,50.0,35000.0,0,0,0,0,0,1
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,2016.0,3000.0,3000.0,55.0,3000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,5.0,1,2000.0,8000.0,4000.0,70.0,20000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,8.0,1,2000.0,15000.0,3000.0,210.0,40000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1900.0,5000.0,3000.0,70.0,35000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,5.0,1,2001.0,30000.0,5000.0,50.0,24000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Extremadura,1.0,0,1.0,1,2006.0,50000.0,45000.0,500.0,5000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Basque_Country,1.0,0,1.0,1,1980.0,8000.0,3000.0,20.0,50000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,1,1999.0,10000.0,5000.0,65.0,30000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,6.0,1,2000.0,3000.0,3000.0,50.0,19000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,1,14.0,1,1980.0,3000.0,3000.0,50.0,40000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Galicia,1.0,0,18.0,1,1960.0,10000.0,3000.0,70.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,5.0,0,2010.0,5000.0,5000.0,80.0,7000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Aragon,1.0,0,1.0,1,2015.0,100000.0,50000.0,85.0,1000000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,0,2007.0,10000.0,10000.0,200.0,200000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,1,1.0,1,1980.0,3000.0,5000.0,20.0,20000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Basque_Country,1.0,0,1.0,1,1980.0,3000.0,3000.0,20.0,3000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1990.0,3000.0,3000.0,65.0,24000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,5.0,1,1965.0,4000.0,3000.0,50.0,18000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Galicia,1.0,0,1.0,1,1999.0,30000.0,30000.0,50.0,70000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Castile_and_Leon,1.0,0,2.0,1,2000.0,15000.0,15000.0,75.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,1,1998.0,6000.0,3000.0,20.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,0,1970.0,3000.0,3000.0,25.0,24000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1990.0,3000.0,3000.0,40.0,10000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,5.0,0,2010.0,3000.0,3000.0,70.0,30000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1995.0,50000.0,15000.0,75.0,30000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,5.0,0,1974.0,5000.0,3000.0,35.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,2.0,0,1980.0,3000.0,3000.0,35.0,40000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Extremadura,1.0,0,1.0,1,1980.0,8000.0,6000.0,45.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,1,1.0,1,1970.0,5000.0,5000.0,500.0,20000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1995.0,3000.0,3000.0,20.0,45000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,5.0,0,1990.0,20000.0,6000.0,35.0,36000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,10.0,0,1990.0,10000.0,8000.0,20.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,0,2000.0,30000.0,3000.0,20.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,10.0,0,1970.0,3000.0,3000.0,25.0,50000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,2000.0,5000.0,3000.0,75.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,0,1970.0,3000.0,3000.0,60.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1975.0,6000.0,3000.0,105.0,45000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,2.0,0,2010.0,4000.0,3000.0,20.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,8.0,0,2003.0,5000.0,5000.0,50.0,20000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,0,1970.0,3000.0,3000.0,20.0,26000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,6.0,1,2001.0,30000.0,5000.0,65.0,22000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1995.0,6000.0,3000.0,20.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1990.0,5000.0,30000.0,90.0,80000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,2.0,1,1980.0,3000.0,3000.0,30.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Asturias,1.0,1,7.0,1,1997.0,12000.0,3000.0,500.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Community_of_Madrid,1.0,0,2.0,1,2000.0,3000.0,3000.0,50.0,100000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1970.0,15000.0,3000.0,20.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,5.0,0,1980.0,4000.0,3000.0,45.0,36000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,7.0,1,1900.0,100000.0,5000.0,70.0,5000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1960.0,12000.0,5000.0,445.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Balearic_Islands,1.0,0,2.0,1,2008.0,13917.0,3000.0,350.0,36000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,1,3.0,1,1978.0,12000.0,3000.0,45.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,0,1985.0,8000.0,8000.0,20.0,40000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,2005.0,3000.0,3000.0,60.0,20000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1960.0,15000.0,3000.0,20.0,19200.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Galicia,1.0,0,1.0,0,1990.0,5000.0,5000.0,30.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,5.0,1,2018.0,3000.0,6000.0,50.0,20000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1980.0,10000.0,6000.0,30.0,36000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1980.0,8250.0,4800.0,20.0,18000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,1,1.0,0,1990.0,50000.0,50000.0,110.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,5.0,0,2000.0,60000.0,10000.0,210.0,100000.0,0,0,1,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1983.0,3000.0,5000.0,85.0,30000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,0,1991.0,10000.0,4000.0,20.0,250000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,0,1950.0,15000.0,3000.0,500.0,25000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,0,1950.0,15000.0,3000.0,500.0,25000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1990.0,5000.0,3000.0,35.0,50000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,2005.0,10000.0,3000.0,50.0,30000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1970.0,10000.0,3000.0,75.0,180000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1990.0,3000.0,3000.0,20.0,10000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1990.0,5000.0,5000.0,65.0,40000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,1.0,1,1970.0,10000.0,3000.0,75.0,20000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,0,2004.0,3000.0,3000.0,35.0,10000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Castile-La_Mancha,1.0,0,4.0,0,2010.0,10000.0,3000.0,65.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,1,1.0,1,1997.0,15000.0,5000.0,140.0,50000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,1,1.0,1,1980.0,15000.0,5000.0,150.0,60000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,5.0,1,1950.0,5000.0,7000.0,50.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,0,1950.0,8000.0,3000.0,135.0,40000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,6.0,0,1990.0,10000.0,10000.0,90.0,24000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Community_of_Madrid,1.0,0,1.0,0,1999.0,10000.0,5000.0,370.0,96000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Community_of_Madrid,1.0,0,5.0,0,1970.0,10000.0,10000.0,40.0,25000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,1,6.0,0,1999.0,10000.0,5000.0,130.0,70000.0,0,0,0,1,0,0
peluquerias-y-centros-estetica,Cantabria,1.0,0,1.0,1,2005.0,8000.0,5000.0,100.0,14000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1975.0,15000.0,5000.0,85.0,65000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,1,1.0,1,1972.0,5000.0,3000.0,90.0,30000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,1,2.0,0,1970.0,3000.0,3000.0,25.0,10000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Catalonia,1.0,0,1.0,1,1980.0,5000.0,5000.0,50.0,25000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Galicia,1.0,0,1.0,1,2016.0,8000.0,3000.0,50.0,48000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,5.0,0,2000.0,3000.0,3000.0,50.0,15000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Valencian_Community,1.0,0,1.0,1,1965.0,20000.0,10000.0,500.0,120000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,1.0,0,1970.0,5000.0,3000.0,55.0,40000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Madrid,1.0,0,5.0,1,2012.0,6000.0,3000.0,100.0,3000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Canary_Islands,1.0,0,2.0,1,1970.0,3000.0,3000.0,25.0,12000.0,0,1,0,0,0,0
peluquerias-y-centros-estetica,Andalusia,1.0,0,5.0,1,1998.0,3000.0,3000.0,65.0,18000.0,0,0,0,1,0,0
varios,Valencian_Community,1.0,0,6.0,1,1973.0,6000.0,6000.0,30.0,15000.0,0,1,0,0,0,0
varios,Madrid,1.0,0,1.0,0,1960.0,20000.0,20000.0,50.0,100000.0,0,1,0,0,0,0
varios,Madrid,1.0,0,1.0,1,2005.0,10000.0,150000.0,200.0,180000.0,0,1,0,0,0,0
varios,Madrid,1.0,0,1.0,1,2000.0,3000.0,30000.0,50.0,40000.0,0,1,0,0,0,0
varios,Madrid,1.0,0,1.0,0,1980.0,3000.0,3000.0,20.0,3000.0,0,1,0,0,0,0
varios,Catalonia,1.0,0,1.0,1,2004.0,15000.0,8000.0,80.0,120000.0,0,1,0,0,0,0
varios,Andalusia,1.0,0,5.0,1,1970.0,20000.0,50000.0,75.0,100000.0,0,0,0,0,0,1
varios,Andalusia,1.0,1,1.0,1,2005.0,6000.0,3000.0,45.0,40000.0,0,1,0,0,0,0
varios,Andalusia,1.0,1,1.0,1,2005.0,6000.0,3000.0,45.0,40000.0,0,1,0,0,0,0
varios,Andalusia,1.0,0,5.0,1,1980.0,4000.0,4990.0,50.0,40000.0,0,0,0,1,0,0
varios,La_Rioja,1.0,0,1.0,1,2000.0,30000.0,15000.0,115.0,100000.0,0,1,0,0,0,0
varios,Andalusia,1.0,0,1.0,1,2015.0,19000.0,30000.0,80.0,50000.0,0,1,0,0,0,0
varios,Navarre,1.0,0,7.0,1,1950.0,10000.0,5000.0,80.0,60000.0,0,1,0,0,0,0
varios,Castile-La_Mancha,1.0,0,1.0,0,2018.0,15000.0,3000.0,50.0,30000.0,0,0,0,1,0,0
