categorySlug,region,Comercio,sale,sessions,quote,inauguration_year,furnitureWithEquipment,merchandise,surface,gross_income,GoogleDisplay,adwords,bing,facebook,hs_automation,hubspot
negocio-inmobiliario,Valencian_Community,1.0,0,1.0,1,1980.0,10000.0,3000.0,25.0,15000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,1,8.0,1,1970.0,7000.0,3000.0,50.0,50000.0,0,1,0,0,0,0
negocio-inmobiliario,Basque_Country,1.0,0,1.0,1,1940.0,3000.0,3000.0,30.0,12000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,6.0,1,1995.0,20000.0,10000.0,220.0,60000.0,0,1,0,0,0,0
negocio-inmobiliario,Canary_Islands,1.0,0,1.0,0,1980.0,3000.0,3000.0,20.0,5000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,0,1950.0,3000.0,5000.0,110.0,1260000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,4.0,0,1950.0,3000.0,3000.0,500.0,30000.0,0,1,0,0,0,0
negocio-inmobiliario,Navarre,1.0,0,1.0,1,1976.0,6000.0,3000.0,75.0,3000.0,0,1,0,0,0,0
negocio-inmobiliario,Valencian_Community,1.0,0,2.0,0,2017.0,3000.0,4000.0,20.0,25000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,0,1985.0,3000.0,3000.0,70.0,12000.0,0,1,0,0,0,0
negocio-inmobiliario,Galicia,1.0,0,1.0,1,2020.0,3000.0,3000.0,20.0,100000.0,0,1,0,0,0,0
negocio-inmobiliario,Community_of_Madrid,1.0,0,1.0,1,1999.0,3000.0,3000.0,150.0,15000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,1,1993.0,3000.0,3000.0,20.0,12000.0,0,0,1,0,0,0
negocio-inmobiliario,Valencian_Community,1.0,1,2.0,0,1968.0,3000.0,3000.0,35.0,20000.0,0,0,1,0,0,0
negocio-inmobiliario,Castile-La_Mancha,1.0,0,1.0,1,1990.0,10000.0,3000.0,25.0,120000.0,0,0,0,1,0,0
negocio-inmobiliario,Catalonia,1.0,0,4.0,0,0.0,6500.0,4000.0,35.0,28900.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,1,2003.0,10000.0,3000.0,65.0,30000.0,0,0,0,0,1,0
negocio-inmobiliario,Catalonia,1.0,0,5.0,0,2000.0,3000.0,3000.0,20.0,3000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,1,1990.0,3000.0,30000.0,65.0,200000.0,0,1,0,0,0,0
negocio-inmobiliario,Cantabria,1.0,0,1.0,1,1960.0,4266.0,3000.0,70.0,10000.0,0,0,1,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,0,1985.0,15000.0,10000.0,120.0,50000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,1,2010.0,5000.0,3000.0,50.0,1500000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,0,2002.0,6000.0,3000.0,500.0,6000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,1,1923.0,3000.0,3000.0,75.0,30000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,0,2000.0,3000.0,3000.0,100.0,10800.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,2.0,1,1995.0,4500.0,3000.0,70.0,25000.0,0,1,0,0,0,0
negocio-inmobiliario,Community_of_Madrid,1.0,0,1.0,1,2010.0,50000.0,3000.0,195.0,600000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,0,1960.0,6000.0,150000.0,70.0,400000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,2.0,0,1980.0,11000.0,3000.0,20.0,200000.0,0,1,0,0,0,0
negocio-inmobiliario,Castile_and_Leon,1.0,0,1.0,1,1986.0,123000.0,123000.0,260.0,3000.0,0,1,0,0,0,0
negocio-inmobiliario,Extremadura,1.0,0,1.0,0,2000.0,10000.0,3000.0,90.0,20000.0,0,1,0,0,0,0
negocio-inmobiliario,Community_of_Madrid,1.0,0,1.0,1,1970.0,3000.0,3000.0,20.0,5000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,5.0,1,1990.0,3000.0,3000.0,50.0,600000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,1,2000.0,10000.0,3000.0,45.0,250000.0,0,0,0,1,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,1,2002.0,3500.0,3000.0,30.0,80000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,5.0,1,1994.0,3000.0,3000.0,185.0,180000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,1,2010.0,3000.0,3000.0,20.0,10000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,0,2000.0,3000.0,3000.0,190.0,3000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,7.0,0,2005.0,40000.0,5000.0,110.0,160000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,0,1950.0,3000.0,3000.0,20.0,3000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,0,1950.0,3000.0,3000.0,20.0,3000.0,0,1,0,0,0,0
negocio-inmobiliario,Navarre,1.0,0,2.0,1,1990.0,5000.0,10000.0,55.0,50000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,2.0,1,1990.0,3000.0,150000.0,500.0,50000.0,0,1,0,0,0,0
negocio-inmobiliario,Castile-La_Mancha,1.0,0,1.0,1,1960.0,5000.0,3000.0,20.0,25000.0,0,1,0,0,0,0
negocio-inmobiliario,Castile-La_Mancha,1.0,0,1.0,1,1960.0,5000.0,3000.0,20.0,20000.0,0,1,0,0,0,0
negocio-inmobiliario,Galicia,1.0,0,6.0,1,1975.0,3000.0,3000.0,20.0,80000.0,0,1,0,0,0,0
negocio-inmobiliario,Galicia,1.0,0,1.0,0,2010.0,3000.0,3000.0,50.0,10000.0,0,1,0,0,0,0
negocio-inmobiliario,Basque_Country,1.0,0,1.0,0,1950.0,3000.0,10000.0,20.0,200000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,1,2005.0,20000.0,6000.0,120.0,180000.0,0,0,0,1,0,0
negocio-inmobiliario,Balearic_Islands,1.0,0,1.0,0,1965.0,3000.0,3000.0,105.0,100000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,2.0,1,1970.0,20000.0,3000.0,155.0,7500.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,1,2000.0,4000.0,20000.0,100.0,90000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,1,2009.0,10000.0,3000.0,70.0,20000.0,0,1,0,0,0,0
negocio-inmobiliario,Galicia,1.0,0,1.0,0,1990.0,3000.0,3000.0,120.0,12000000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,6.0,1,1990.0,3000.0,3000.0,35.0,3000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,1,1993.0,100000.0,10000.0,50.0,100000.0,0,0,0,0,1,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,1,1980.0,3000.0,3000.0,20.0,60000.0,0,1,0,0,0,0
negocio-inmobiliario,Galicia,1.0,0,1.0,0,1982.0,4000.0,5000.0,25.0,12000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,1,1.0,1,2007.0,10000.0,13000.0,60.0,125000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,2.0,0,1980.0,3000.0,3000.0,50.0,100000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,1,2008.0,3000.0,3000.0,50.0,3000.0,0,1,0,0,0,0
negocio-inmobiliario,Aragon,1.0,0,1.0,1,1970.0,20000.0,3000.0,45.0,25000.0,0,1,0,0,0,0
negocio-inmobiliario,Canary_Islands,1.0,0,1.0,1,2000.0,7000.0,3000.0,65.0,60000.0,0,0,1,0,0,0
negocio-inmobiliario,Canary_Islands,1.0,0,1.0,0,2000.0,10000.0,3000.0,65.0,60000.0,0,0,1,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,1,1980.0,15000.0,3000.0,90.0,10000.0,0,0,1,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,1,1920.0,3000.0,3000.0,35.0,50000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,1,1990.0,5000.0,3000.0,30.0,6000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,1,1980.0,5000.0,3000.0,85.0,34000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,5.0,1,1999.0,12000.0,3000.0,120.0,64000.0,0,0,1,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,1,1990.0,5000.0,3000.0,180.0,3000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,5.0,1,1961.0,3000.0,3000.0,100.0,10000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,7.0,1,2005.0,6000.0,20000.0,500.0,20000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,0,2014.0,5000.0,3000.0,100.0,120000.0,0,1,0,0,0,0
negocio-inmobiliario,Catalonia,1.0,0,2.0,1,2016.0,15000.0,3000.0,45.0,100000.0,0,1,0,0,0,0
negocio-inmobiliario,Andalusia,1.0,0,1.0,1,1965.0,15000.0,5000.0,200.0,300000.0,0,1,0,0,0,0
negocio-inmobiliario,Valencian_Community,1.0,1,5.0,1,2008.0,3000.0,3000.0,100.0,15000.0,0,1,0,0,0,0
negocio-inmobiliario,Asturias,1.0,0,1.0,1,1975.0,12000.0,3000.0,35.0,20000.0,0,1,0,0,0,0
negocio-inmobiliario,Valencian_Community,1.0,0,1.0,1,1990.0,18450.0,3000.0,90.0,300000.0,0,1,0,0,0,0
negocio-inmobiliario,Castile-La_Mancha,1.0,1,1.0,1,1995.0,3000.0,3000.0,20.0,24000.0,0,1,0,0,0,0
negocio-inmobiliario,Madrid,1.0,0,1.0,1,1990.0,15000.0,3000.0,440.0,150000.0,0,0,0,1,0,0
negocio-inmobiliario,Catalonia,1.0,0,1.0,0,1970.0,3000.0,3000.0,20.0,126000.0,0,1,0,0,0,0
servicios-sanitarios,Extremadura,1.0,0,1.0,1,2015.0,20000.0,50000.0,175.0,100000.0,0,1,0,0,0,0
servicios-sanitarios,Andalusia,1.0,0,1.0,0,1965.0,3000.0,3000.0,35.0,7000.0,0,1,0,0,0,0
servicios-sanitarios,Catalonia,1.0,0,1.0,1,1960.0,5000.0,4000.0,50.0,48000.0,0,1,0,0,0,0
servicios-sanitarios,Catalonia,1.0,0,1.0,1,1960.0,5000.0,4000.0,50.0,48000.0,0,1,0,0,0,0
servicios-sanitarios,Castile_and_Leon,1.0,0,1.0,1,1994.0,20000.0,10000.0,20.0,30000.0,0,1,0,0,0,0
servicios-sanitarios,Castile_and_Leon,1.0,0,1.0,1,1995.0,6000.0,6000.0,20.0,25000.0,0,1,0,0,0,0
servicios-sanitarios,Catalonia,1.0,0,1.0,1,1985.0,60000.0,3000.0,120.0,190000.0,0,1,0,0,0,0
servicios-sanitarios,Catalonia,1.0,0,1.0,1,1994.0,3000.0,10000.0,20.0,10000.0,0,0,0,1,0,0
servicios-sanitarios,Madrid,1.0,0,1.0,1,2010.0,30000.0,10000.0,200.0,500000.0,0,1,0,0,0,0
servicios-sanitarios,Madrid,1.0,0,1.0,1,1960.0,20000.0,40000.0,500.0,50000.0,0,1,0,0,0,0
servicios-sanitarios,Catalonia,1.0,0,7.0,0,1966.0,3000.0,3000.0,50.0,12000.0,0,1,0,0,0,0
servicios-sanitarios,Basque_Country,1.0,0,1.0,0,1980.0,6000.0,3000.0,90.0,20000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,5.0,0,1969.0,7000.0,7000.0,30.0,20000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,1.0,0,1990.0,5000.0,3000.0,500.0,3000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,1.0,0,1980.0,3500.0,3000.0,35.0,3000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Basque_Country,1.0,0,1.0,1,1980.0,45000.0,5000.0,20.0,200000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1980.0,3000.0,3000.0,50.0,25000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Galicia,1.0,0,1.0,1,1975.0,3000.0,3000.0,20.0,75000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Balearic_Islands,1.0,0,1.0,0,2000.0,3000.0,3000.0,500.0,160000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,1,1.0,1,1995.0,12000.0,10000.0,100.0,120000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,1,4.0,1,1995.0,12000.0,10000.0,100.0,120000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,5.0,0,1959.0,4000.0,10000.0,30.0,14000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,2.0,0,1982.0,15000.0,3000.0,25.0,16000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,1975.0,10000.0,3000.0,355.0,50000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,1990.0,20000.0,4000.0,95.0,30000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Canary_Islands,1.0,0,2.0,1,1986.0,3500.0,3500.0,230.0,10000.0,0,1,0,0,0,0
deportes-y-ocio,Catalonia,1.0,0,6.0,0,1950.0,20000.0,3000.0,445.0,50000.0,0,1,0,0,0,0
deportes-y-ocio,Madrid,1.0,1,1.0,1,2000.0,30000.0,3000.0,330.0,3000.0,0,1,0,0,0,0
deportes-y-ocio,Valencian_Community,1.0,0,2.0,0,2009.0,50000.0,3000.0,500.0,90000.0,0,1,0,0,0,0
deportes-y-ocio,Andalusia,1.0,0,1.0,0,1990.0,3000.0,3000.0,400.0,45000.0,0,1,0,0,0,0
deportes-y-ocio,Valencian_Community,1.0,1,1.0,0,2005.0,10000.0,3000.0,390.0,40000.0,0,0,1,0,0,0
deportes-y-ocio,Catalonia,1.0,0,1.0,1,1994.0,10000.0,3000.0,270.0,40000.0,0,1,0,0,0,0
deportes-y-ocio,Andalusia,1.0,0,1.0,0,1996.0,3000.0,3000.0,500.0,66000.0,0,1,0,0,0,0
deportes-y-ocio,Andalusia,1.0,0,1.0,0,1990.0,100000.0,3000.0,500.0,60000.0,0,1,0,0,0,0
deportes-y-ocio,Andalusia,1.0,0,1.0,0,1988.0,150000.0,150000.0,500.0,90000.0,0,1,0,0,0,0
deportes-y-ocio,Balearic_Islands,1.0,0,5.0,0,1970.0,5000.0,3000.0,150.0,20000.0,0,1,0,0,0,0
deportes-y-ocio,Castile-La_Mancha,1.0,0,1.0,0,1970.0,3000.0,3000.0,500.0,15000.0,0,1,0,0,0,0
deportes-y-ocio,Madrid,1.0,0,3.0,1,1980.0,4000.0,3000.0,450.0,18000.0,0,1,0,0,0,0
deportes-y-ocio,Valencian_Community,1.0,0,1.0,0,1999.0,50000.0,10000.0,500.0,24000.0,0,1,0,0,0,0
deportes-y-ocio,Catalonia,1.0,0,1.0,1,1997.0,25000.0,8500.0,305.0,105000.0,0,1,0,0,0,0
deportes-y-ocio,Valencian_Community,1.0,0,1.0,0,1980.0,10000.0,5000.0,500.0,100000.0,0,1,0,0,0,0
deportes-y-ocio,Castile-La_Mancha,1.0,0,1.0,1,2000.0,70000.0,5000.0,500.0,1300000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,5.0,1,2000.0,10000.0,5000.0,50.0,38000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,1980.0,12000.0,5000.0,85.0,60000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Balearic_Islands,1.0,0,1.0,0,1960.0,10000.0,3000.0,75.0,40000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Balearic_Islands,1.0,0,1.0,1,1930.0,3000.0,3000.0,500.0,3500.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,1974.0,3000.0,3000.0,40.0,3640.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,1.0,1,1994.0,15000.0,15000.0,50.0,25000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,1,1.0,1,1995.0,40000.0,4000.0,90.0,45000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Castile-La_Mancha,1.0,0,1.0,1,1970.0,50000.0,3000.0,500.0,39000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,1.0,1,1960.0,15000.0,5000.0,60.0,120000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Castile-La_Mancha,1.0,1,1.0,1,2000.0,3000.0,3000.0,60.0,20000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Community_of_Madrid,1.0,0,1.0,0,1970.0,50000.0,3000.0,50.0,823000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1998.0,5000.0,12000.0,70.0,30000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Canary_Islands,1.0,0,1.0,1,1990.0,15000.0,3000.0,30.0,5000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1969.0,12000.0,10000.0,20.0,24000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,2016.0,30000.0,3000.0,85.0,50000.0,0,0,0,1,0,0
alimentacion-y-dietetica,Madrid,1.0,0,1.0,1,1980.0,10000.0,3000.0,20.0,3000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,1990.0,5000.0,3000.0,20.0,30000.0,0,0,0,0,0,1
alimentacion-y-dietetica,Madrid,1.0,0,1.0,1,2000.0,3000.0,3000.0,60.0,25000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Castile-La_Mancha,1.0,0,1.0,1,1986.0,10000.0,10000.0,50.0,36000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,1,1.0,1,1980.0,6000.0,3000.0,20.0,230000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,1.0,1,1975.0,15000.0,6000.0,30.0,12000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Valencian_Community,1.0,0,1.0,0,1970.0,3000.0,3000.0,85.0,15000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Castile_and_Leon,1.0,0,1.0,1,1996.0,43000.0,3000.0,490.0,60000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,7.0,1,1980.0,6000.0,3000.0,50.0,200000.0,0,0,0,1,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1995.0,9000.0,15000.0,70.0,220000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,0,2005.0,3000.0,3000.0,85.0,50000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,2.0,1,2010.0,25000.0,3000.0,50.0,100000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Asturias,1.0,0,1.0,1,2000.0,30000.0,3000.0,50.0,100000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Navarre,1.0,0,1.0,0,1985.0,25000.0,3000.0,110.0,48000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Valencian_Community,1.0,0,1.0,1,1985.0,20000.0,6000.0,140.0,190000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,1995.0,15000.0,38292.0,60.0,153191.0,0,1,0,0,0,0
alimentacion-y-dietetica,Madrid,1.0,0,1.0,1,2010.0,15000.0,23200.0,50.0,50000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,1970.0,10000.0,3000.0,115.0,35000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,0,1890.0,3000.0,3000.0,155.0,300000.0,0,0,0,1,0,0
alimentacion-y-dietetica,Valencian_Community,1.0,0,1.0,1,1995.0,40000.0,5000.0,100.0,150000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,1.0,1,2016.0,9000.0,3000.0,125.0,15000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Asturias,1.0,0,1.0,1,1970.0,6000.0,3000.0,60.0,40000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Aragon,1.0,0,5.0,1,1975.0,30000.0,6000.0,65.0,300000.0,0,0,0,1,0,0
alimentacion-y-dietetica,Balearic_Islands,1.0,0,1.0,1,1970.0,4000.0,5000.0,60.0,20000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,1.0,0,1920.0,3000.0,3000.0,130.0,13000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,1.0,0,1900.0,3000.0,3000.0,130.0,10000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Galicia,1.0,0,5.0,1,2015.0,20000.0,6000.0,305.0,38000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,5.0,1,1970.0,30000.0,3000.0,420.0,25000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,2010.0,10000.0,10000.0,150.0,15000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1985.0,3000.0,3990.0,310.0,8000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,0,2020.0,275000.0,5000.0,500.0,800000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,1.0,0,2018.0,15000.0,15000.0,95.0,20000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Extremadura,1.0,0,6.0,1,2008.0,60000.0,10000.0,500.0,35000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Extremadura,1.0,0,3.0,1,1975.0,6000.0,3000.0,500.0,52000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Balearic_Islands,1.0,0,1.0,0,1960.0,10000.0,3000.0,490.0,10000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,1.0,0,1986.0,4000.0,3000.0,195.0,48000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,0,2010.0,50000.0,300000.0,195.0,1000000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,3.0,1,1982.0,50000.0,10000.0,425.0,26500.0,0,0,1,0,0,0
hosteleria-y-restauracion,Madrid,1.0,1,1.0,1,1970.0,15000.0,5000.0,130.0,3000.0,0,0,1,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,6.0,1,2000.0,30000.0,10000.0,500.0,1000000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,1.0,1,1987.0,15000.0,3000.0,65.0,4000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,8.0,0,1999.0,85000.0,6000.0,255.0,160000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,1.0,0,2006.0,20000.0,3000.0,205.0,15000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,6.0,0,2005.0,20000.0,3000.0,200.0,140000.0,0,0,0,1,0,0
hosteleria-y-restauracion,Valencian_Community,1.0,0,1.0,0,2014.0,30000.0,12000.0,500.0,120000.0,0,0,1,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,5.0,1,1984.0,5000.0,3000.0,120.0,30000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Catalonia,1.0,0,5.0,1,2020.0,50000.0,3000.0,340.0,12000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1980.0,3000.0,3000.0,500.0,6000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,1.0,0,2017.0,150000.0,30000.0,290.0,50000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Canary_Islands,1.0,0,1.0,1,1967.0,3000.0,3000.0,50.0,24000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Andalusia,1.0,0,1.0,0,1990.0,3000.0,3000.0,200.0,60000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,1,1979.0,200000.0,50000.0,500.0,60000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Canary_Islands,1.0,0,6.0,1,2006.0,6000.0,3000.0,45.0,3000.0,0,1,0,0,0,0
hosteleria-y-restauracion,Madrid,1.0,0,1.0,0,1920.0,60000.0,3000.0,500.0,12000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1969.0,3000.0,3000.0,20.0,20000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,2013.0,9000.0,4000.0,20.0,40000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,1,7.0,1,1975.0,30000.0,35000.0,105.0,120000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,5.0,1,1972.0,3500.0,3000.0,25.0,30000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1995.0,5500.0,4000.0,60.0,3000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,2000.0,10000.0,5000.0,150.0,50000.0,0,1,0,0,0,0
alimentacion-y-dietetica,La_Rioja,1.0,0,5.0,1,1969.0,5000.0,3000.0,25.0,25000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Basque_Country,1.0,0,1.0,0,1940.0,6000.0,9000.0,125.0,40000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Basque_Country,1.0,0,1.0,0,1940.0,6000.0,9000.0,50.0,40000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,5.0,1,1999.0,3000.0,3010.0,35.0,30000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Castile_and_Leon,1.0,1,1.0,0,2005.0,5000.0,10000.0,50.0,16000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1990.0,7000.0,3000.0,115.0,120000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Community_of_Madrid,1.0,0,4.0,0,1980.0,3000.0,3000.0,30.0,3000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Andalusia,1.0,0,1.0,1,1980.0,3000.0,8000.0,50.0,80000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Catalonia,1.0,0,2.0,0,1980.0,10000.0,5000.0,50.0,120000.0,0,1,0,0,0,0
alimentacion-y-dietetica,Valencian_Community,1.0,0,6.0,0,1982.0,3000.0,3000.0,75.0,8400.0,0,1,0,0,0,0
alimentacion-y-dietetica,Extremadura,1.0,1,2.0,0,2007.0,3000.0,3000.0,20.0,12000.0,0,1,0,0,0,0
